year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,AM/PM,date
2014,1,15,19,115.0,119.0,85.0,85.0,2300.0,10.0,-1.1,PM,2014-01-15 19:00:00
2014,1,15,20,100.0,109.0,85.0,85.0,1900.0,8.0,-0.7,PM,2014-01-15 20:00:00
2014,1,15,21,99.0,119.0,68.0,85.0,2100.0,8.0,0.1,PM,2014-01-15 21:00:00
2014,1,15,22,130.0,152.0,90.0,89.0,2600.0,10.0,-0.3,PM,2014-01-15 22:00:00
2014,1,15,23,228.0,285.0,156.0,115.0,3400.0,9.0,-1.6,PM,2014-01-15 23:00:00
2014,1,16,0,294.0,329.0,168.0,123.0,3700.0,8.0,-1.3,AM,2014-01-16 00:00:00
2014,1,16,1,347.0,375.0,192.0,131.0,4200.0,10.0,-2.0,AM,2014-01-16 01:00:00
2014,1,16,2,370.0,397.0,158.0,129.0,4900.0,10.0,-2.4,AM,2014-01-16 02:00:00
2014,1,16,3,377.0,392.0,161.0,131.0,5100.0,8.0,-2.9,AM,2014-01-16 03:00:00
2014,1,16,4,303.0,311.0,157.0,124.0,4900.0,8.0,-3.8,AM,2014-01-16 04:00:00
2014,1,16,5,290.0,312.0,155.0,126.0,4500.0,8.0,-3.7,AM,2014-01-16 05:00:00
2014,1,16,6,265.0,263.0,195.0,115.0,3700.0,7.0,-4.7,AM,2014-01-16 06:00:00
2014,1,16,7,251.0,245.0,138.0,111.0,3400.0,8.0,-4.3,AM,2014-01-16 07:00:00
2014,1,16,8,264.0,254.0,122.0,109.0,3200.0,7.0,-4.3,AM,2014-01-16 08:00:00
2014,1,16,9,289.0,280.0,133.0,109.0,3500.0,8.0,-0.7,AM,2014-01-16 09:00:00
2014,1,16,10,298.0,288.0,135.0,110.0,4000.0,13.0,1.2,AM,2014-01-16 10:00:00
2014,1,16,11,313.0,340.0,144.0,129.0,5100.0,14.0,5.0,AM,2014-01-16 11:00:00
2014,1,16,12,300.0,294.0,110.0,99.0,3400.0,21.0,6.2,PM,2014-01-16 12:00:00
2014,1,16,13,28.0,39.0,36.0,34.0,700.0,39.0,7.1,PM,2014-01-16 13:00:00
2014,1,16,14,26.0,27.0,30.0,28.0,400.0,45.0,7.4,PM,2014-01-16 14:00:00
2014,1,16,15,26.0,32.0,29.0,29.0,300.0,47.0,5.3,PM,2014-01-16 15:00:00
2014,1,16,16,79.0,108.0,64.0,49.0,1000.0,42.0,3.5,PM,2014-01-16 16:00:00
2014,1,16,17,238.0,264.0,124.0,87.0,2300.0,26.0,2.7,PM,2014-01-16 17:00:00
2014,1,16,18,189.0,190.0,97.0,91.0,2000.0,13.0,0.2,PM,2014-01-16 18:00:00
2014,1,16,19,176.0,175.0,97.0,94.0,2200.0,8.0,0.5,PM,2014-01-16 19:00:00
2014,1,16,20,223.0,241.0,119.0,98.0,2800.0,8.0,0.4,PM,2014-01-16 20:00:00
2014,1,16,21,377.0,403.0,116.0,112.0,4300.0,5.0,0.2,PM,2014-01-16 21:00:00
2014,1,16,22,423.0,446.0,112.0,114.0,5000.0,4.0,0.5,PM,2014-01-16 22:00:00
2014,1,16,23,409.0,423.0,114.0,108.0,4900.0,4.0,0.2,PM,2014-01-16 23:00:00
2014,1,17,0,365.0,357.0,112.0,101.0,4600.0,4.0,-0.4,AM,2014-01-17 00:00:00
2014,1,17,1,352.0,330.0,103.0,100.0,5000.0,5.0,-0.6,AM,2014-01-17 01:00:00
2014,1,17,2,337.0,303.0,108.0,91.0,5200.0,4.0,-0.8,AM,2014-01-17 02:00:00
2014,1,17,3,295.0,251.0,104.0,84.0,4900.0,4.0,-1.3,AM,2014-01-17 03:00:00
2014,1,17,4,307.0,269.0,97.0,83.0,5600.0,5.0,-1.4,AM,2014-01-17 04:00:00
2014,1,17,5,268.0,224.0,83.0,75.0,4000.0,5.0,-1.9,AM,2014-01-17 05:00:00
2014,1,17,6,184.0,131.0,73.0,67.0,2400.0,5.0,-2.0,AM,2014-01-17 06:00:00
2014,1,17,7,184.0,131.0,73.0,67.0,2400.0,9.0,-2.2,AM,2014-01-17 07:00:00
2014,1,17,8,85.0,47.0,53.0,47.0,1100.0,13.0,-2.2,AM,2014-01-17 08:00:00
2014,1,17,9,81.0,51.0,47.0,48.0,1100.0,14.0,-1.0,AM,2014-01-17 09:00:00
2014,1,17,10,83.0,61.0,67.0,48.0,1200.0,16.0,0.8,AM,2014-01-17 10:00:00
2014,1,17,11,112.0,91.0,78.0,58.0,1500.0,17.0,3.3,AM,2014-01-17 11:00:00
2014,1,17,12,105.0,89.0,94.0,56.0,1400.0,27.0,3.7,PM,2014-01-17 12:00:00
2014,1,17,13,27.0,57.0,25.0,21.0,300.0,53.0,4.1,PM,2014-01-17 13:00:00
2014,1,17,14,16.0,62.0,22.0,22.0,300.0,55.0,4.4,PM,2014-01-17 14:00:00
2014,1,17,15,17.0,82.0,22.0,23.0,200.0,54.0,4.4,PM,2014-01-17 15:00:00
2014,1,17,16,14.0,46.0,17.0,28.0,200.0,48.0,3.7,PM,2014-01-17 16:00:00
2014,1,17,17,15.0,44.0,23.0,36.0,300.0,37.0,3.3,PM,2014-01-17 17:00:00
2014,1,17,18,23.0,39.0,29.0,46.0,600.0,27.0,2.6,PM,2014-01-17 18:00:00
2014,1,17,19,32.0,42.0,37.0,56.0,800.0,19.0,0.0,PM,2014-01-17 19:00:00
2014,1,17,20,42.0,47.0,39.0,64.0,1200.0,12.0,0.2,PM,2014-01-17 20:00:00
2014,1,17,21,33.0,38.0,30.0,59.0,1000.0,9.0,-0.5,PM,2014-01-17 21:00:00
2014,1,17,22,31.0,32.0,29.0,52.0,800.0,15.0,-0.4,PM,2014-01-17 22:00:00
2014,1,17,23,33.0,39.0,28.0,50.0,1000.0,19.0,1.3,PM,2014-01-17 23:00:00
2014,1,18,0,20.0,24.0,18.0,23.0,400.0,43.0,0.8,AM,2014-01-18 00:00:00
2014,1,18,1,12.0,18.0,21.0,19.0,300.0,47.0,0.5,AM,2014-01-18 01:00:00
2014,1,18,2,12.0,17.0,30.0,24.0,300.0,41.0,0.1,AM,2014-01-18 02:00:00
2014,1,18,3,14.0,25.0,45.0,27.0,500.0,37.0,-0.7,AM,2014-01-18 03:00:00
2014,1,18,4,13.0,19.0,43.0,30.5,500.0,31.0,-1.0,AM,2014-01-18 04:00:00
2014,1,18,5,19.0,22.0,58.0,34.0,700.0,25.0,-0.5,AM,2014-01-18 05:00:00
2014,1,18,6,22.0,25.0,69.0,38.0,600.0,22.0,-0.7,AM,2014-01-18 06:00:00
2014,1,18,7,19.0,29.0,81.0,41.0,600.0,20.0,-0.1,AM,2014-01-18 07:00:00
2014,1,18,8,21.0,29.0,41.0,37.0,700.0,24.0,0.8,AM,2014-01-18 08:00:00
2014,1,18,9,24.0,39.0,62.0,37.0,800.0,26.0,3.5,AM,2014-01-18 09:00:00
2014,1,18,10,26.0,42.0,88.0,36.0,800.0,30.0,5.5,AM,2014-01-18 10:00:00
2014,1,18,11,25.0,32.0,84.0,32.0,600.0,37.0,6.4,AM,2014-01-18 11:00:00
2014,1,18,12,25.0,39.0,58.0,32.0,700.0,42.0,7.1,PM,2014-01-18 12:00:00
2014,1,18,13,29.0,33.0,45.0,29.0,500.0,46.0,7.0,PM,2014-01-18 13:00:00
2014,1,18,14,31.0,51.0,48.0,37.0,600.0,41.0,6.1,PM,2014-01-18 14:00:00
2014,1,18,15,77.0,119.0,49.0,72.0,1400.0,38.0,4.8,PM,2014-01-18 15:00:00
2014,1,18,16,124.0,145.0,46.0,85.0,1700.0,35.0,4.0,PM,2014-01-18 16:00:00
2014,1,18,17,128.0,155.0,51.0,90.0,1900.0,22.0,3.4,PM,2014-01-18 17:00:00
2014,1,18,18,127.0,148.0,47.0,82.0,1600.0,22.0,2.6,PM,2014-01-18 18:00:00
2014,1,18,19,93.0,99.0,41.0,69.0,1300.0,18.0,2.0,PM,2014-01-18 19:00:00
2014,1,18,20,109.0,107.0,42.0,73.0,1500.0,19.0,2.1,PM,2014-01-18 20:00:00
2014,1,18,21,117.0,122.0,53.0,90.0,1900.0,6.0,1.6,PM,2014-01-18 21:00:00
2014,1,18,22,134.0,143.0,66.0,94.0,2300.0,6.0,0.1,PM,2014-01-18 22:00:00
2014,1,18,23,153.0,161.0,83.0,97.0,2900.0,7.0,-1.1,PM,2014-01-18 23:00:00
2014,1,19,0,158.0,183.0,95.0,93.0,3300.0,7.0,-1.4,AM,2014-01-19 00:00:00
2014,1,19,1,126.0,134.0,94.0,87.0,2900.0,6.0,-1.2,AM,2014-01-19 01:00:00
2014,1,19,2,124.0,129.0,93.0,88.0,2700.0,7.0,-1.6,AM,2014-01-19 02:00:00
2014,1,19,3,104.0,103.0,81.0,80.0,2300.0,6.0,-1.7,AM,2014-01-19 03:00:00
2014,1,19,4,92.0,86.0,71.0,73.0,2100.0,4.0,-2.2,AM,2014-01-19 04:00:00
2014,1,19,5,85.0,86.0,77.0,71.0,2200.0,4.0,-2.5,AM,2014-01-19 05:00:00
2014,1,19,6,83.0,86.0,84.0,71.0,2300.0,3.0,-2.6,AM,2014-01-19 06:00:00
2014,1,19,7,112.0,123.0,99.0,82.0,3100.0,7.0,-2.5,AM,2014-01-19 07:00:00
2014,1,19,8,143.0,155.0,118.0,86.0,3400.0,5.0,-2.3,AM,2014-01-19 08:00:00
2014,1,19,9,151.0,162.0,115.0,88.0,3800.0,6.0,-2.0,AM,2014-01-19 09:00:00
2014,1,19,10,144.0,159.0,116.0,88.0,3500.0,7.0,-1.1,AM,2014-01-19 10:00:00
2014,1,19,11,137.0,145.0,132.0,85.0,3100.0,8.0,0.4,AM,2014-01-19 11:00:00
2014,1,19,12,167.0,180.0,133.0,87.0,3400.0,14.0,1.8,PM,2014-01-19 12:00:00
2014,1,19,13,186.0,193.0,135.0,91.0,3300.0,14.0,3.2,PM,2014-01-19 13:00:00
2014,1,19,14,178.0,187.0,131.0,88.0,2900.0,16.0,4.4,PM,2014-01-19 14:00:00
2014,1,19,15,173.0,200.0,137.0,96.0,2900.0,14.0,3.9,PM,2014-01-19 15:00:00
2014,1,19,16,183.0,222.0,119.0,104.0,3100.0,9.0,6.3,PM,2014-01-19 16:00:00
2014,1,19,17,198.0,231.0,112.0,106.0,3300.0,8.0,5.1,PM,2014-01-19 17:00:00
2014,1,19,18,58.0,225.0,11.0,25.0,500.0,53.0,3.6,PM,2014-01-19 18:00:00
2014,1,19,19,23.0,345.0,9.0,29.0,300.0,50.0,2.1,PM,2014-01-19 19:00:00
2014,1,19,20,26.0,314.0,13.0,29.0,300.0,46.0,1.5,PM,2014-01-19 20:00:00
2014,1,19,21,19.0,239.0,8.0,16.0,200.0,57.0,0.9,PM,2014-01-19 21:00:00
2014,1,19,22,19.0,269.0,6.0,9.0,200.0,64.0,0.7,PM,2014-01-19 22:00:00
2014,1,19,23,14.0,205.0,6.0,11.0,200.0,64.0,0.3,PM,2014-01-19 23:00:00
2014,1,20,0,13.0,143.0,6.0,8.0,200.0,65.0,-0.3,AM,2014-01-20 00:00:00
2014,1,20,1,11.0,89.0,5.0,7.0,300.0,64.0,-0.8,AM,2014-01-20 01:00:00
2014,1,20,2,11.0,70.0,4.0,9.0,300.0,61.0,-1.4,AM,2014-01-20 02:00:00
2014,1,20,3,6.0,39.0,3.0,8.0,300.0,60.0,-2.0,AM,2014-01-20 03:00:00
2014,1,20,4,6.0,19.0,3.0,10.0,300.0,59.0,-2.6,AM,2014-01-20 04:00:00
2014,1,20,5,4.0,16.0,10.0,21.0,400.0,48.0,-2.3,AM,2014-01-20 05:00:00
2014,1,20,6,8.0,16.0,10.0,20.0,400.0,49.0,-3.0,AM,2014-01-20 06:00:00
2014,1,20,7,8.0,23.0,13.0,20.0,400.0,50.0,-3.1,AM,2014-01-20 07:00:00
2014,1,20,8,17.0,31.0,15.0,29.0,600.0,41.0,-1.8,AM,2014-01-20 08:00:00
2014,1,20,9,15.0,34.0,16.0,25.0,600.0,45.0,-0.6,AM,2014-01-20 09:00:00
2014,1,20,10,12.0,26.0,11.0,17.0,500.0,51.0,0.1,AM,2014-01-20 10:00:00
2014,1,20,11,11.0,29.0,13.0,20.0,500.0,50.0,0.6,AM,2014-01-20 11:00:00
2014,1,20,12,15.0,46.0,14.0,19.0,500.0,52.0,1.4,PM,2014-01-20 12:00:00
2014,1,20,13,17.0,50.0,14.0,18.0,400.0,54.0,2.1,PM,2014-01-20 13:00:00
2014,1,20,14,14.0,50.0,12.0,17.0,300.0,54.0,2.2,PM,2014-01-20 14:00:00
2014,1,20,15,9.0,37.0,8.0,17.0,300.0,54.0,2.7,PM,2014-01-20 15:00:00
2014,1,20,16,10.0,46.0,6.0,21.0,300.0,50.0,1.4,PM,2014-01-20 16:00:00
2014,1,20,17,11.0,26.0,62.0,24.0,200.0,49.0,0.1,PM,2014-01-20 17:00:00
2014,1,20,18,13.0,24.0,93.0,31.0,300.0,40.0,-0.7,PM,2014-01-20 18:00:00
2014,1,20,19,13.0,18.0,43.0,22.0,400.0,51.0,-0.5,PM,2014-01-20 19:00:00
2014,1,20,20,10.0,13.0,17.0,21.0,400.0,52.0,-1.0,PM,2014-01-20 20:00:00
2014,1,20,21,12.0,11.0,23.0,17.0,400.0,53.0,-1.3,PM,2014-01-20 21:00:00
2014,1,20,22,10.0,12.0,46.0,19.0,500.0,50.0,-1.8,PM,2014-01-20 22:00:00
2014,1,20,23,14.0,12.0,53.0,19.0,500.0,48.0,-2.5,PM,2014-01-20 23:00:00
2014,1,21,0,12.0,8.0,11.0,7.0,400.0,60.0,-2.6,AM,2014-01-21 00:00:00
2014,1,21,1,16.0,11.0,27.0,14.0,500.0,50.0,-3.4,AM,2014-01-21 01:00:00
2014,1,21,2,17.0,16.0,16.0,18.0,500.0,43.0,-4.1,AM,2014-01-21 02:00:00
2014,1,21,3,18.0,22.0,25.0,29.0,500.0,32.0,-5.7,AM,2014-01-21 03:00:00
2014,1,21,4,19.0,24.0,31.0,35.5,600.0,26.0,-4.6,AM,2014-01-21 04:00:00
2014,1,21,5,20.0,26.0,124.0,42.0,600.0,19.0,-4.3,AM,2014-01-21 05:00:00
2014,1,21,6,22.0,24.0,102.0,38.0,700.0,22.0,-4.4,AM,2014-01-21 06:00:00
2014,1,21,7,23.0,24.0,99.0,36.0,700.0,26.0,-4.2,AM,2014-01-21 07:00:00
2014,1,21,8,15.0,22.0,46.0,30.0,700.0,32.0,-2.9,AM,2014-01-21 08:00:00
2014,1,21,9,19.0,28.0,50.0,30.0,700.0,32.0,0.1,AM,2014-01-21 09:00:00
2014,1,21,10,19.0,24.0,67.0,30.0,700.0,33.0,1.6,AM,2014-01-21 10:00:00
2014,1,21,11,17.0,13.0,35.0,21.0,500.0,46.0,2.2,AM,2014-01-21 11:00:00
2014,1,21,12,17.0,14.0,26.0,16.0,400.0,50.666666666666664,3.6,PM,2014-01-21 12:00:00
2014,1,21,13,18.0,17.0,21.0,16.0,300.0,55.333333333333336,4.1,PM,2014-01-21 13:00:00
2014,1,21,14,18.0,18.0,18.0,18.0,500.0,60.0,3.8,PM,2014-01-21 14:00:00
2014,1,21,15,20.0,20.0,24.0,32.0,900.0,48.0,3.3,PM,2014-01-21 15:00:00
2014,1,21,16,50.0,91.0,59.0,52.0,1000.0,38.0,2.5,PM,2014-01-21 16:00:00
2014,1,21,17,55.0,74.0,59.0,54.0,900.0,43.0,1.5,PM,2014-01-21 17:00:00
2014,1,21,18,63.0,86.0,42.0,59.0,1100.0,35.0,-0.9,PM,2014-01-21 18:00:00
2014,1,21,19,74.0,95.0,43.0,80.0,1400.0,13.0,-1.9,PM,2014-01-21 19:00:00
2014,1,21,20,99.0,104.0,53.0,79.0,1900.0,12.0,-2.3,PM,2014-01-21 20:00:00
2014,1,21,21,74.0,80.0,43.0,57.0,1500.0,21.0,-3.3,PM,2014-01-21 21:00:00
2014,1,21,22,73.0,77.0,47.0,55.0,1400.0,22.0,-3.8,PM,2014-01-21 22:00:00
2014,1,21,23,74.0,75.0,44.0,47.0,1500.0,27.0,-4.8,PM,2014-01-21 23:00:00
2014,1,22,0,72.0,72.0,41.0,43.0,1400.0,27.0,-5.0,AM,2014-01-22 00:00:00
2014,1,22,1,70.0,70.0,38.0,39.0,1500.0,28.0,-6.0,AM,2014-01-22 01:00:00
2014,1,22,2,69.0,69.0,45.0,44.0,1400.0,23.0,-5.7,AM,2014-01-22 02:00:00
2014,1,22,3,63.0,63.0,37.0,44.0,1400.0,22.0,-6.8,AM,2014-01-22 03:00:00
2014,1,22,4,56.0,57.0,38.0,38.0,1400.0,26.0,-7.0,AM,2014-01-22 04:00:00
2014,1,22,5,60.0,62.0,52.0,56.0,1800.0,11.0,-7.7,AM,2014-01-22 05:00:00
2014,1,22,6,63.0,73.0,41.0,61.0,2000.0,5.0,-7.9,AM,2014-01-22 06:00:00
2014,1,22,7,74.0,74.0,40.0,55.0,2100.0,8.0,-8.1,AM,2014-01-22 07:00:00
2014,1,22,8,128.0,144.0,85.0,86.0,4900.0,7.0,-6.0,AM,2014-01-22 08:00:00
2014,1,22,9,126.0,131.0,74.0,77.0,4300.0,4.0,-3.0,AM,2014-01-22 09:00:00
2014,1,22,10,170.0,193.0,118.0,100.0,5400.0,6.0,-0.2,AM,2014-01-22 10:00:00
2014,1,22,11,136.0,148.0,111.0,90.0,3700.0,8.0,1.9,AM,2014-01-22 11:00:00
2014,1,22,12,122.0,135.0,137.0,85.0,2600.0,15.0,3.8,PM,2014-01-22 12:00:00
2014,1,22,13,108.0,115.0,119.0,77.0,1900.0,19.0,4.4,PM,2014-01-22 13:00:00
2014,1,22,14,111.0,116.0,90.0,78.0,1800.0,24.0,5.0,PM,2014-01-22 14:00:00
2014,1,22,15,123.0,131.0,78.0,74.0,1600.0,32.0,4.5,PM,2014-01-22 15:00:00
2014,1,22,16,113.0,120.0,72.0,69.0,1300.0,34.0,3.5,PM,2014-01-22 16:00:00
2014,1,22,17,103.0,110.0,73.0,77.0,1300.0,22.0,1.1,PM,2014-01-22 17:00:00
2014,1,22,18,107.0,107.0,73.0,84.0,1400.0,12.0,0.1,PM,2014-01-22 18:00:00
2014,1,22,19,127.0,131.0,92.0,91.0,2000.0,7.0,-0.7,PM,2014-01-22 19:00:00
2014,1,22,20,125.0,125.0,75.0,85.0,2000.0,8.0,-1.7,PM,2014-01-22 20:00:00
2014,1,22,21,129.0,129.0,87.0,89.0,2500.0,6.0,-2.7,PM,2014-01-22 21:00:00
2014,1,22,22,180.0,183.0,127.0,99.0,4300.0,9.0,-3.5,PM,2014-01-22 22:00:00
2014,1,22,23,129.0,129.0,78.0,92.0,2500.0,6.0,-3.4,PM,2014-01-22 23:00:00
2014,1,23,0,143.0,143.0,85.0,97.0,3000.0,6.0,-4.8,AM,2014-01-23 00:00:00
2014,1,23,1,179.0,179.0,84.0,100.0,3500.0,6.0,-4.8,AM,2014-01-23 01:00:00
2014,1,23,2,151.0,151.0,77.0,100.0,3100.0,5.0,-4.9,AM,2014-01-23 02:00:00
2014,1,23,3,152.0,152.0,78.0,105.0,2700.0,4.0,-5.0,AM,2014-01-23 03:00:00
2014,1,23,4,150.0,150.0,77.0,106.0,2600.0,4.0,-5.3,AM,2014-01-23 04:00:00
2014,1,23,5,153.0,153.0,79.0,105.0,2600.0,2.0,-5.8,AM,2014-01-23 05:00:00
2014,1,23,6,162.0,162.0,81.0,109.0,3300.0,5.0,-5.5,AM,2014-01-23 06:00:00
2014,1,23,7,163.0,163.0,99.0,109.0,2800.0,5.0,-5.0,AM,2014-01-23 07:00:00
2014,1,23,8,177.0,177.0,101.0,109.0,3200.0,4.0,-3.6,AM,2014-01-23 08:00:00
2014,1,23,9,187.0,187.0,107.0,107.0,3200.0,6.0,-1.4,AM,2014-01-23 09:00:00
2014,1,23,10,201.0,201.0,111.0,110.0,3400.0,7.5,0.3,AM,2014-01-23 10:00:00
2014,1,23,11,215.0,215.0,115.0,113.0,3600.0,9.0,1.9,AM,2014-01-23 11:00:00
2014,1,23,12,229.0,229.0,120.0,123.0,3800.0,12.0,2.8,PM,2014-01-23 12:00:00
2014,1,23,13,270.0,283.0,129.0,133.0,4400.0,10.0,2.9,PM,2014-01-23 13:00:00
2014,1,23,14,274.0,274.0,125.0,131.0,4300.0,11.0,3.5,PM,2014-01-23 14:00:00
2014,1,23,15,234.33333333333334,999.0,137.0,122.0,3800.0,10.0,3.2,PM,2014-01-23 15:00:00
2014,1,23,16,194.66666666666669,228.0,154.0,126.0,3300.0,9.0,2.5,PM,2014-01-23 16:00:00
2014,1,23,17,155.0,233.0,173.0,125.0,3000.0,9.0,1.9,PM,2014-01-23 17:00:00
2014,1,23,18,216.0,225.0,149.0,120.0,2900.0,6.0,-0.9,PM,2014-01-23 18:00:00
2014,1,23,19,238.0,263.0,146.0,120.0,3700.0,7.0,-1.8,PM,2014-01-23 19:00:00
2014,1,23,20,267.0,279.0,143.0,120.0,4300.0,9.0,-2.1,PM,2014-01-23 20:00:00
2014,1,23,21,239.0,239.0,130.0,116.0,3600.0,6.0,-2.9,PM,2014-01-23 21:00:00
2014,1,23,22,253.0,253.0,138.0,122.0,4400.0,5.0,-2.7,PM,2014-01-23 22:00:00
2014,1,23,23,250.0,251.0,137.0,124.0,4100.0,4.0,-2.7,PM,2014-01-23 23:00:00
2014,1,24,0,232.0,232.0,124.0,112.0,3600.0,4.0,-2.6,AM,2014-01-24 00:00:00
2014,1,24,1,228.0,228.0,114.0,113.0,3300.0,5.0,-2.7,AM,2014-01-24 01:00:00
2014,1,24,2,225.0,225.0,95.0,108.0,3500.0,6.0,-2.3,AM,2014-01-24 02:00:00
2014,1,24,3,256.0,256.0,100.0,114.0,5000.0,8.0,-2.0,AM,2014-01-24 03:00:00
2014,1,24,4,255.0,255.0,116.0,114.0,4500.0,7.0,-1.6,AM,2014-01-24 04:00:00
2014,1,24,5,249.0,249.0,108.0,114.0,4800.0,7.0,-2.4,AM,2014-01-24 05:00:00
2014,1,24,6,247.0,247.0,97.0,106.0,4600.0,6.0,-1.0,AM,2014-01-24 06:00:00
2014,1,24,7,284.0,284.0,116.0,116.0,6600.0,8.0,-0.9,AM,2014-01-24 07:00:00
2014,1,24,8,288.0,289.0,126.0,120.0,6300.0,5.0,-0.8,AM,2014-01-24 08:00:00
2014,1,24,9,282.0,287.0,140.0,125.0,5800.0,4.0,1.2,AM,2014-01-24 09:00:00
2014,1,24,10,301.0,311.0,172.0,130.0,6000.0,4.0,2.7,AM,2014-01-24 10:00:00
2014,1,24,11,290.0,301.0,155.0,131.0,5800.0,5.0,4.0,AM,2014-01-24 11:00:00
2014,1,24,12,293.0,297.0,143.0,127.0,5400.0,5.0,8.3,PM,2014-01-24 12:00:00
2014,1,24,13,231.0,231.0,130.0,107.0,3700.0,6.0,10.7,PM,2014-01-24 13:00:00
2014,1,24,14,59.0,59.0,35.0,35.0,800.0,38.0,10.5,PM,2014-01-24 14:00:00
2014,1,24,15,24.0,33.0,38.0,29.0,500.0,46.0,10.5,PM,2014-01-24 15:00:00
2014,1,24,16,39.0,61.0,57.0,43.0,900.0,37.0,8.1,PM,2014-01-24 16:00:00
2014,1,24,17,120.0,162.0,64.0,83.0,2000.0,11.0,7.9,PM,2014-01-24 17:00:00
2014,1,24,18,32.0,44.0,33.0,54.0,800.0,26.0,6.1,PM,2014-01-24 18:00:00
2014,1,24,19,95.0,128.0,56.0,85.0,2100.0,6.0,3.5,PM,2014-01-24 19:00:00
2014,1,24,20,180.0,200.0,96.0,95.0,4900.0,15.0,2.9,PM,2014-01-24 20:00:00
2014,1,24,21,189.0,197.0,99.0,88.0,5600.0,13.0,6.7,PM,2014-01-24 21:00:00
2014,1,24,22,37.0,37.0,31.0,42.0,900.0,25.0,6.9,PM,2014-01-24 22:00:00
2014,1,24,23,23.0,23.0,15.0,23.0,500.0,49.0,5.6,PM,2014-01-24 23:00:00
2014,1,25,0,16.0,16.0,14.0,17.0,400.0,57.0,6.6,AM,2014-01-25 00:00:00
2014,1,25,1,16.0,16.0,14.0,17.0,400.0,52.0,6.1,AM,2014-01-25 01:00:00
2014,1,25,2,28.0,28.0,45.0,25.0,1100.0,47.0,6.0,AM,2014-01-25 02:00:00
2014,1,25,3,20.0,25.0,45.0,22.0,1200.0,52.0,5.3,AM,2014-01-25 03:00:00
2014,1,25,4,20.0,25.0,45.0,22.0,1200.0,52.0,4.3,AM,2014-01-25 04:00:00
2014,1,25,5,12.0,22.0,18.0,12.0,200.0,62.0,3.9,AM,2014-01-25 05:00:00
2014,1,25,6,5.0,16.0,15.0,11.0,200.0,62.0,3.4,AM,2014-01-25 06:00:00
2014,1,25,7,10.0,20.0,22.0,17.0,300.0,56.0,1.8,AM,2014-01-25 07:00:00
2014,1,25,8,11.0,17.0,31.0,22.0,1300.0,52.0,4.1,AM,2014-01-25 08:00:00
2014,1,25,9,14.0,33.0,30.0,36.0,700.0,39.0,5.4,AM,2014-01-25 09:00:00
2014,1,25,10,11.0,22.0,11.0,16.0,300.0,60.0,6.3,AM,2014-01-25 10:00:00
2014,1,25,11,11.0,22.0,11.0,16.0,300.0,54.0,7.0,AM,2014-01-25 11:00:00
2014,1,25,12,13.0,23.0,44.0,21.0,400.0,57.0,7.9,PM,2014-01-25 12:00:00
2014,1,25,13,17.0,21.0,46.0,19.0,500.0,63.0,8.7,PM,2014-01-25 13:00:00
2014,1,25,14,12.0,12.0,19.0,14.0,200.0,68.0,7.8,PM,2014-01-25 14:00:00
2014,1,25,15,9.0,18.0,13.0,18.0,200.0,66.0,5.0,PM,2014-01-25 15:00:00
2014,1,25,16,9.0,18.0,13.0,18.0,200.0,59.0,3.7,PM,2014-01-25 16:00:00
2014,1,25,17,13.0,49.0,13.0,17.0,200.0,59.0,2.9,PM,2014-01-25 17:00:00
2014,1,25,18,13.0,49.0,13.0,17.0,200.0,51.5,1.5,PM,2014-01-25 18:00:00
2014,1,25,19,21.4,52.4,18.4,24.0,420.0,44.0,0.5,PM,2014-01-25 19:00:00
2014,1,25,20,29.8,55.8,23.8,31.0,640.0,36.5,-0.7,PM,2014-01-25 20:00:00
2014,1,25,21,38.2,59.2,29.200000000000003,38.0,860.0,29.0,-1.2,PM,2014-01-25 21:00:00
2014,1,25,22,46.6,62.6,34.6,45.0,1080.0,21.5,-0.2,PM,2014-01-25 22:00:00
2014,1,25,23,55.0,66.0,40.0,52.0,1300.0,14.0,-0.6,PM,2014-01-25 23:00:00
2014,1,26,0,57.0,88.0,32.0,44.0,1000.0,17.0,-2.3,AM,2014-01-26 00:00:00
2014,1,26,1,52.0,78.0,37.0,41.0,1000.0,19.0,-3.1,AM,2014-01-26 01:00:00
2014,1,26,2,48.0,80.0,34.0,41.0,1100.0,16.0,-2.9,AM,2014-01-26 02:00:00
2014,1,26,3,48.0,78.0,39.0,41.0,1100.0,16.0,-4.4,AM,2014-01-26 03:00:00
2014,1,26,4,44.0,68.0,30.0,38.0,1100.0,16.0,-3.9,AM,2014-01-26 04:00:00
2014,1,26,5,42.0,70.0,30.0,43.0,1100.0,13.0,-2.3,AM,2014-01-26 05:00:00
2014,1,26,6,42.0,72.0,35.0,46.0,1200.0,11.0,-2.8,AM,2014-01-26 06:00:00
2014,1,26,7,42.0,74.0,36.0,51.0,1200.0,11.0,-1.8,AM,2014-01-26 07:00:00
2014,1,26,8,46.0,77.0,40.0,57.0,1400.0,5.0,-1.6,AM,2014-01-26 08:00:00
2014,1,26,9,37.0,65.0,40.0,50.0,1100.0,15.0,-1.1,AM,2014-01-26 09:00:00
2014,1,26,10,33.0,59.0,36.0,38.0,800.0,28.0,-0.6,AM,2014-01-26 10:00:00
2014,1,26,11,49.0,74.0,42.0,41.0,1000.0,25.0,0.5,AM,2014-01-26 11:00:00
